id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"USC","Armstrong, 13gg Latex Foam Coated Gloves, Green & Black Color","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: USC. Unit: Dozen.","in stock","new","17.00 AED","https://www.xpertonecreative.com/products/armstrong-13gg-latex-foam-coated-gloves-green-black-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/USC.png","Xpertone Creative","Hand Protection > Latex & Rubber-Coated Gloves","Hand Protection","Latex & Rubber-Coated Gloves","Dozen"
"TNC","Armstrong, Nitrile Gloves with Cuff","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: TNC. Unit: Dozen.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/armstrong-nitrile-gloves-with-cuff/","https://www.xpertonecreative.com/assets/img/products/hand-protection/TNC.png","Xpertone Creative","Hand Protection > Chemical, PVC & Long-Cuff Gloves","Hand Protection","Chemical, PVC & Long-Cuff Gloves","Dozen"
"CKG","Bleached Cotton Knitted Gloves","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: CKG. Unit: Dozen.","in stock","new","11.00 AED","https://www.xpertonecreative.com/products/bleached-cotton-knitted-gloves/","https://www.xpertonecreative.com/assets/img/products/hand-protection/CKG.png","Xpertone Creative","Hand Protection > Cotton, Knitted & Heat-Resistant Gloves","Hand Protection","Cotton, Knitted & Heat-Resistant Gloves","Dozen"
"PCR","Cotton Knitted Gloves, Black Color Wrist Weight: 800 Grams","These Cotton Knitted Gloves are designed for safe and secure handling in dry conditions. They are soft, comfortable, and breathable, perfect for extended use. These gloves are washable and durable, providing ongoing service and economic value. They feature an elasticated black wrist for a secure fit and added comfort. SKU: PCR. Unit: Dozen.","in stock","new","18.00 AED","https://www.xpertonecreative.com/products/cotton-knitted-gloves-weight-800-grams/","https://www.xpertonecreative.com/assets/img/products/hand-protection/PCR.png","Xpertone Creative","Hand Protection > Cotton, Knitted & Heat-Resistant Gloves","Hand Protection","Cotton, Knitted & Heat-Resistant Gloves","Dozen"
"RTP","Cotton Knitted Gloves, Blue Color Wrist, Weight: 700 Grams","These cotton gloves are reliable for safe and secure handling in dry conditions. With a weight of approximately 700 grams per dozen, they offer a comfortable and breathable fit that is also washable and economical. The elasticated blue wrist ensures a secure fit and easy wear. SKU: RTP. Unit: Dozen.","in stock","new","17.00 AED","https://www.xpertonecreative.com/products/cotton-knitted-gloves-weight-700-grams/","https://www.xpertonecreative.com/assets/img/products/hand-protection/RTP.png","Xpertone Creative","Hand Protection > Cotton, Knitted & Heat-Resistant Gloves","Hand Protection","Cotton, Knitted & Heat-Resistant Gloves","Dozen"
"IJT10","Leather Gloves, Orange Color","IJT10 is a Single Palm Leather Working Glove. It is designed with orange cowhide split leather. It features reinforced Palm, Thumb & Index Finger. IJT 10 is crafted with a Safety Cuff for Extra Protection. SKU: IJT10. Unit: Dozen.","in stock","new","60.00 AED","https://www.xpertonecreative.com/products/leather-gloves-orange-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/IJT10.png","Xpertone Creative","Hand Protection > Leather, Driving & Welding Gloves","Hand Protection","Leather, Driving & Welding Gloves","Dozen"
"MOK","Mechanical Impact Gloves, Green Color","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: MOK. Unit: Dozen.","in stock","new","25.00 AED","https://www.xpertonecreative.com/products/mechanical-impact-gloves-red-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/MOK.png","Xpertone Creative","Hand Protection > Impact & Anti-Vibration Gloves","Hand Protection","Impact & Anti-Vibration Gloves","Dozen"
"RGS","Rubber Gloves 100","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: RGS. Unit: Dozen.","in stock","new","25.00 AED","https://www.xpertonecreative.com/products/rubber-gloves-100/","https://www.xpertonecreative.com/assets/img/products/hand-protection/RGS.png","Xpertone Creative","Hand Protection > Latex & Rubber-Coated Gloves","Hand Protection","Latex & Rubber-Coated Gloves","Dozen"
"PEV","SCI, Latex Coated Gloves, Grey & Blue Color","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: PEV. Unit: Dozen.","in stock","new","26.00 AED","https://www.xpertonecreative.com/products/sci-latex-coated-gloves-grey-blue-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/PEV.png","Xpertone Creative","Hand Protection > Latex & Rubber-Coated Gloves","Hand Protection","Latex & Rubber-Coated Gloves","Dozen"
"JWM","SCI, Non Sterile Nitrile Examination Gloves, Powder Free","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: JWM. Unit: Mono.","in stock","new","16.00 AED","https://www.xpertonecreative.com/products/sci-non-sterile-nitrile-examination-gloves-powder-free/","https://www.xpertonecreative.com/assets/img/products/hand-protection/JWM.png","Xpertone Creative","Hand Protection > Disposable & Examination Gloves","Hand Protection","Disposable & Examination Gloves","Mono"
"SAF","Short Driving Gloves","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: SAF. Unit: Pair.","in stock","new","10.00 AED","https://www.xpertonecreative.com/products/short-driving-gloves-1/","https://www.xpertonecreative.com/assets/img/products/hand-protection/SAF.png","Xpertone Creative","Hand Protection > Leather, Driving & Welding Gloves","Hand Protection","Leather, Driving & Welding Gloves","Pair"
"SEG","Vaultex, 13gg HPPE Cut E Gloves with Silicon & Nitrile Mix Coated, Salt and Pepper Pink Liner","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: SEG. Unit: Pair.","in stock","new","37.00 AED","https://www.xpertonecreative.com/products/vaultex-13gg-hppe-cut-e-gloves-with-silicon-nitrile-mix-coated-salt-and-pepper-pink-liner/","https://www.xpertonecreative.com/assets/img/products/hand-protection/SEG.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"LHE","Vaultex, Cotton Canvas Hot Mill Gloves, Heat Resistant upto 250°C for 15 Second","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: LHE. Unit: Pair.","in stock","new","14.00 AED","https://www.xpertonecreative.com/products/vaultex-cotton-canvas-hot-mill-gloves-heat-resistant-upto-250-c-for-15-second/","https://www.xpertonecreative.com/assets/img/products/hand-protection/LHE.png","Xpertone Creative","Hand Protection > Cotton, Knitted & Heat-Resistant Gloves","Hand Protection","Cotton, Knitted & Heat-Resistant Gloves","Pair"
"DSC","Vaultex, Crinkle Latex Coated Gloves, Fluorescent Yellow Color","These Latex Coated Gloves are an excellent option for those working in mechanical and low-temperature environments. They feature a crinkled finish black latex coating on a yellow cotton knitted liner, providing flexibility, comfort, good grip, and breathability. The gloves are anti-slip and offer penetration resistance, ensuring safety during use. These gloves are available in three sizes and are suitable for various hand sizes. SKU: DSC. Unit: Dozen.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-crinkle-latex-coated-gloves-fluorescent-yellow-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/DSC.png","Xpertone Creative","Hand Protection > Latex & Rubber-Coated Gloves","Hand Protection","Latex & Rubber-Coated Gloves","Dozen"
"JNU","Vaultex, Cut 5 Gloves with Nitrile Foam Coated & Crotch Thumb","The JNU by Vaultex is a Nitrile Foam Coated Glove. It is crafted with 15 Gauge Knitted Nylon/Spandex Liner including Nitrile coating with tactile Touch. JNU gloves are designed to give a thumb crotch for durability, good grip in wet & dry conditions to the wearer. JNU features a cut resistance Level 5 that provides excellent protection against cuts, scratches and common injuries associated with work. The breathable design with ergonomic features provides a good grip & provides support to reduce the Hand's Fatigue. SKU: JNU. Unit: Pair.","in stock","new","26.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-5-gloves-with-nitrile-foam-coated-crotch-thumb/","https://www.xpertonecreative.com/assets/img/products/hand-protection/JNU.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"RUB72","Vaultex, Cut C, Impact Gloves","RUB72 by Vaultex is a mechanical glove made from Soft latex dip with an enhanced crinkle finish. It is designed with TPR impact protection on the full length of fingers & top of hands Durable and breathable knit shell. RUB72 features cut-resistant, puncture-resistant, High visibility fingers for increased safety. It comes with superior grip on wet and dry surfaces & Excellent dexterity for all working conditions. SKU: RUB72. Unit: Pair.","in stock","new","30.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-5-impact-gloves/","https://www.xpertonecreative.com/assets/img/products/hand-protection/RUB72.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"ACM","Vaultex, Cut D Gloves with Nitrile Foam Coated, Part NO: D-5M","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: ACM. Unit: Pair.","in stock","new","19.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-d-gloves-with-nitrile-foam-coated-part-no-d-5m/","https://www.xpertonecreative.com/assets/img/products/hand-protection/ACM.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"SAO","Vaultex, Cut D Gloves with NR Latex Wrinkle Coated","Cut 5 Gloves With NR Latex Wrinkle Coated from Vaultex are latex coated to offer good grip in wet, as well as dry conditions. The product is laundered, packed and cleaned to use. It also features a 15 gauge knitted nylon/ spandex liner along with the next-gen coating and reach complaint. Individuals working in fabrication & assembly, inspection and maintenance can make most of it. SKU: SAO. Unit: Pair.","in stock","new","18.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-5-gloves-with-nr-latex-wrinkle-coated/","https://www.xpertonecreative.com/assets/img/products/hand-protection/SAO.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"ANZ","Vaultex, Cut D Gloves with PU Coating, Grey Color","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: ANZ. Unit: Pair.","in stock","new","14.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-d-gloves-with-pu-coating-grey-color/","https://www.xpertonecreative.com/assets/img/products/hand-protection/ANZ.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"LBG","Vaultex, Cut D Nitrile Coated Gloves, Part No: N505","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: LBG. Unit: Pair.","in stock","new","14.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-d-nitrile-foam-coated-gloves-part-no-n505/","https://www.xpertonecreative.com/assets/img/products/hand-protection/LBG.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
"LOL","Vaultex, Cut E Impact Gloves with TPR 2, Nitrile Coating & Crotch Thumb","Hand Protection supplied by Xpertone Creative in Dubai and across the UAE. SKU: LOL. Unit: Pair.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-cut-d-impact-gloves-with-tpr-2-nitrile-coating-crotch-thumb/","https://www.xpertonecreative.com/assets/img/products/hand-protection/LOL.png","Xpertone Creative","Hand Protection > Cut-Resistant Gloves","Hand Protection","Cut-Resistant Gloves","Pair"
